"","Balancing Authority","Data_Date","Hour_Number","Local Time at End of Hour","UTC Time at End of Hour","Demand_Forecast","Demand_MW","Net_Generation","Total_Interchange","Sum_Valid_DIBAs","Demand_Adjusted","Net_Generation_Adjusted","Day_Ahead_Hourly_Price","Real_Time_Hourly_Price","Energy_Consumption","Year"
"5721","PJM",2019-08-28,12,2019-08-28 12:00:00,2019-08-28 16:00:00,105032,101981,107235,2801,-4549,101981,107235,3.2,2.3,104947,"2019"
"5722","PJM",2019-08-28,13,2019-08-28 13:00:00,2019-08-28 17:00:00,108297,104947,109798,2808,-4016,104947,109798,3.1,2.6,107415,"2019"
"5723","PJM",2019-08-28,14,2019-08-28 14:00:00,2019-08-28 18:00:00,110714,107415,112633,3014,-2987,107415,112633,2.8,2.3,109194,"2019"
"5724","PJM",2019-08-28,15,2019-08-28 15:00:00,2019-08-28 19:00:00,112277,109194,113232,3623,-3539,109194,113232,2.8,2.4,109973,"2019"
"5725","PJM",2019-08-28,16,2019-08-28 16:00:00,2019-08-28 20:00:00,113509,109973,114803,3902,-3237,109973,114803,2.7,2.5,110536,"2019"
"5726","PJM",2019-08-28,17,2019-08-28 17:00:00,2019-08-28 21:00:00,114004,110536,114682,4385,-3939,110536,114682,2.4,2.1,109741,"2019"
"5727","PJM",2019-08-28,18,2019-08-28 18:00:00,2019-08-28 22:00:00,112474,109741,112214,4899,-5239,109741,112214,2.1,1.8,107788,"2019"
"5728","PJM",2019-08-28,19,2019-08-28 19:00:00,2019-08-28 23:00:00,108734,107788,108038,4344,-5500,107788,108038,1.9,1.7,104444,"2019"
"5729","PJM",2019-08-28,20,2019-08-28 20:00:00,2019-08-29 00:00:00,106054,104444,106374,4030,-6942,104444,106374,1.7,1.7,102685,"2019"
"5730","PJM",2019-08-28,21,2019-08-28 21:00:00,2019-08-29 01:00:00,102691,102685,102888,4017,-7911,102685,102888,1.6,1.5,98266,"2019"
"5731","PJM",2019-08-28,22,2019-08-28 22:00:00,2019-08-29 02:00:00,95114,98266,96282,3654,-6743,98266,96282,1.4,1.4,90916,"2019"
"5732","PJM",2019-08-28,23,2019-08-28 23:00:00,2019-08-29 03:00:00,87410,90916,90076,3953,-6367,90916,90076,1,-0.2,85061,"2019"
"5733","PJM",2019-08-28,24,2019-08-29 00:00:00,2019-08-29 04:00:00,81247,85061,86256,4739,-6143,85061,86256,0.8,0.8,81406,"2019"
"5734","PJM",2019-08-29,1,2019-08-29 01:00:00,2019-08-29 05:00:00,75650,81406,83764,5312,-5683,81406,83764,1.1,-0.6,77790,"2019"
"5735","PJM",2019-08-29,2,2019-08-29 02:00:00,2019-08-29 06:00:00,73040,77790,81217,5289,-6335,77790,81217,1.3,1.4,75346,"2019"
"5736","PJM",2019-08-29,3,2019-08-29 03:00:00,2019-08-29 07:00:00,71551,75346,78324,5609,-7690,75346,78324,1.7,1.1,73563,"2019"
"5737","PJM",2019-08-29,4,2019-08-29 04:00:00,2019-08-29 08:00:00,71837,73563,79565,5092,-8751,73563,79565,1.9,0.5,73930,"2019"
"5738","PJM",2019-08-29,5,2019-08-29 05:00:00,2019-08-29 09:00:00,75144,73930,81379,5374,-8806,73930,81379,2,1.3,76974,"2019"
"5739","PJM",2019-08-29,6,2019-08-29 06:00:00,2019-08-29 10:00:00,80886,76974,85456,5207,-9816,76974,85456,2.3,2.1,81160,"2019"
"5740","PJM",2019-08-29,7,2019-08-29 07:00:00,2019-08-29 11:00:00,85616,81160,87854,4823,-8710,81160,87854,2.5,2.1,83941,"2019"
"5741","PJM",2019-08-29,8,2019-08-29 08:00:00,2019-08-29 12:00:00,89414,83941,91190,4287,-9041,83941,91190,2.6,2.2,87149,"2019"
"5742","PJM",2019-08-29,9,2019-08-29 09:00:00,2019-08-29 13:00:00,92851,87149,93927,4569,-8329,87149,93927,2.9,2.3,90440,"2019"
"5743","PJM",2019-08-29,10,2019-08-29 10:00:00,2019-08-29 14:00:00,96712,90440,97745,3948,-8284,90440,97745,3,4.2,94323,"2019"
"5744","PJM",2019-08-29,11,2019-08-29 11:00:00,2019-08-29 15:00:00,100326,94323,101572,3964,-6616,94323,101572,3.4,12.1,97726,"2019"
"5745","PJM",2019-08-29,12,2019-08-29 12:00:00,2019-08-29 16:00:00,103763,97726,104359,3945,-7244,97726,104359,3.5,3,100729,"2019"
"5746","PJM",2019-08-29,13,2019-08-29 13:00:00,2019-08-29 17:00:00,107448,100729,107998,4047,-5532,100729,107998,3.8,4.4,104292,"2019"
"5747","PJM",2019-08-29,14,2019-08-29 14:00:00,2019-08-29 18:00:00,110259,104292,111857,4087,-5772,104292,111857,3,2.4,107766,"2019"
"5748","PJM",2019-08-29,15,2019-08-29 15:00:00,2019-08-29 19:00:00,112218,107766,115206,4601,-5673,107766,115206,2.8,2.5,111065,"2019"
"5749","PJM",2019-08-29,16,2019-08-29 16:00:00,2019-08-29 20:00:00,113694,111065,117809,4599,-5993,111065,117809,2.8,2.7,113793,"2019"
"5750","PJM",2019-08-29,17,2019-08-29 17:00:00,2019-08-29 21:00:00,113733,113793,118777,4566,-6211,113793,118777,2.4,2.1,114944,"2019"
"5751","PJM",2019-08-29,18,2019-08-29 18:00:00,2019-08-29 22:00:00,111595,114944,117422,3993,-6618,114944,117422,2.1,2,112775,"2019"
"5752","PJM",2019-08-29,19,2019-08-29 19:00:00,2019-08-29 23:00:00,108305,112775,112230,4068,-7044,112775,112230,2,1.9,108078,"2019"
"5753","PJM",2019-08-29,20,2019-08-29 20:00:00,2019-08-30 00:00:00,105701,108078,109687,3887,-6699,108078,109687,1.9,1.7,105508,"2019"
