"","Balancing Authority","Data_Date","Hour_Number","Local Time at End of Hour","UTC Time at End of Hour","Demand_Forecast","Demand_MW","Net_Generation","Total_Interchange","Sum_Valid_DIBAs","Demand_Adjusted","Net_Generation_Adjusted","Day_Ahead_Hourly_Price","Real_Time_Hourly_Price","Energy_Consumption","Year"
"663","PJM",2019-01-28,18,2019-01-28 18:00:00,2019-01-28 23:00:00,113174,108231,107872,4835,-6498,108231,107872,2.2,2.2,112083,"2019"
"664","PJM",2019-01-28,19,2019-01-28 19:00:00,2019-01-29 00:00:00,115409,112083,106639,5364,-6751,112083,106639,1.8,2.2,112125,"2019"
"665","PJM",2019-01-28,20,2019-01-28 20:00:00,2019-01-29 01:00:00,114696,112125,107436,4815,-6888,112125,107436,1.8,2.4,110863,"2019"
"666","PJM",2019-01-28,21,2019-01-28 21:00:00,2019-01-29 02:00:00,112386,110863,104550,5828,-6972,110863,104550,1.6,2.3,107656,"2019"
"667","PJM",2019-01-28,22,2019-01-28 22:00:00,2019-01-29 03:00:00,108389,107656,100108,5567,-7063,107656,100108,1.9,2.3,102989,"2019"
"668","PJM",2019-01-28,23,2019-01-28 23:00:00,2019-01-29 04:00:00,103010,102989,97203,5977,-8159,102989,97203,1.9,2.2,99739,"2019"
"669","PJM",2019-01-28,24,2019-01-29 00:00:00,2019-01-29 05:00:00,98017,99739,87847,6148,-7568,99739,87847,2.1,2.4,98028,"2019"
"670","PJM",2019-01-29,1,2019-01-29 01:00:00,2019-01-29 06:00:00,94472,98028,97383,7068,-9016,98028,97383,2.2,2.5,96589,"2019"
"671","PJM",2019-01-29,2,2019-01-29 02:00:00,2019-01-29 07:00:00,92685,96589,96512,8021,-8546,96589,96512,2.7,2.9,96369,"2019"
"672","PJM",2019-01-29,3,2019-01-29 03:00:00,2019-01-29 08:00:00,92013,96369,96459,7473,-9172,96369,96459,2.8,2.5,96602,"2019"
"673","PJM",2019-01-29,4,2019-01-29 04:00:00,2019-01-29 09:00:00,92192,96602,96109,7367,-9080,96602,96109,2.7,2.8,97080,"2019"
"674","PJM",2019-01-29,5,2019-01-29 05:00:00,2019-01-29 10:00:00,94021,97080,102753,6827,-10673,97080,102753,2.8,2.8,101926,"2019"
"675","PJM",2019-01-29,6,2019-01-29 06:00:00,2019-01-29 11:00:00,98824,101926,110315,6365,-12851,101926,110315,2.8,2.7,109663,"2019"
"676","PJM",2019-01-29,7,2019-01-29 07:00:00,2019-01-29 12:00:00,106257,109663,115065,5769,-11822,109663,115065,2.7,2.6,114480,"2019"
"677","PJM",2019-01-29,8,2019-01-29 08:00:00,2019-01-29 13:00:00,110821,114480,115774,6504,-11805,114480,115774,2.7,2.6,114297,"2019"
"678","PJM",2019-01-29,9,2019-01-29 09:00:00,2019-01-29 14:00:00,110726,114297,114369,6512,-10710,114297,114369,2.6,2.7,113725,"2019"
"679","PJM",2019-01-29,10,2019-01-29 10:00:00,2019-01-29 15:00:00,109614,113725,113813,6169,-10616,113725,113813,2.6,2.8,113165,"2019"
"680","PJM",2019-01-29,11,2019-01-29 11:00:00,2019-01-29 16:00:00,108593,113165,113095,5954,-9736,113165,113095,2.6,2.8,112286,"2019"
"681","PJM",2019-01-29,12,2019-01-29 12:00:00,2019-01-29 17:00:00,107326,112286,111788,6024,-10940,112286,111788,3,2.8,111612,"2019"
"682","PJM",2019-01-29,13,2019-01-29 13:00:00,2019-01-29 18:00:00,106279,111612,112054,5560,-10922,111612,112054,3.4,3.1,111494,"2019"
"683","PJM",2019-01-29,14,2019-01-29 14:00:00,2019-01-29 19:00:00,105468,111494,111427,5868,-10166,111494,111427,3.3,3.2,111136,"2019"
"684","PJM",2019-01-29,15,2019-01-29 15:00:00,2019-01-29 20:00:00,104934,111136,111571,5518,-9667,111136,111571,3.3,3.1,111320,"2019"
"685","PJM",2019-01-29,16,2019-01-29 16:00:00,2019-01-29 21:00:00,105156,111320,113016,5522,-9718,111320,113016,3.1,3.1,112954,"2019"
"686","PJM",2019-01-29,17,2019-01-29 17:00:00,2019-01-29 22:00:00,107541,112954,116003,5136,-8867,112954,116003,2.7,2.7,116846,"2019"
"687","PJM",2019-01-29,18,2019-01-29 18:00:00,2019-01-29 23:00:00,112663,116846,120184,4558,-9391,116846,120184,2.3,2.4,119897,"2019"
"688","PJM",2019-01-29,19,2019-01-29 19:00:00,2019-01-30 00:00:00,115293,119897,119956,5425,-8845,119897,119956,2.6,2.4,119089,"2019"
"689","PJM",2019-01-29,20,2019-01-29 20:00:00,2019-01-30 01:00:00,114898,119089,118694,6157,-8696,119089,118694,2.6,2.5,117369,"2019"
"690","PJM",2019-01-29,21,2019-01-29 21:00:00,2019-01-30 02:00:00,113987,117369,117705,6538,-7786,117369,117705,2.7,2.5,114772,"2019"
"691","PJM",2019-01-29,22,2019-01-29 22:00:00,2019-01-30 03:00:00,111062,114772,112954,7402,-7079,114772,112954,2.6,2.5,110670,"2019"
"692","PJM",2019-01-29,23,2019-01-29 23:00:00,2019-01-30 04:00:00,106404,110670,109466,6991,-8880,110670,109466,2.6,2.6,106898,"2019"
"693","PJM",2019-01-29,24,2019-01-30 00:00:00,2019-01-30 05:00:00,101926,106898,97472,6659,-10430,106898,97472,2.9,2.8,105562,"2019"
"694","PJM",2019-01-30,1,2019-01-30 01:00:00,2019-01-30 06:00:00,101279,105562,104838,4877,-11213,105562,104838,3.6,3.5,105423,"2019"
"695","PJM",2019-01-30,2,2019-01-30 02:00:00,2019-01-30 07:00:00,101891,105423,104899,4172,-13010,105423,104899,4.6,3.5,105448,"2019"
"696","PJM",2019-01-30,3,2019-01-30 03:00:00,2019-01-30 08:00:00,102967,105448,105055,4729,-11831,105448,105055,4.4,3.8,106065,"2019"
"697","PJM",2019-01-30,4,2019-01-30 04:00:00,2019-01-30 09:00:00,106178,106065,107130,4268,-10518,106065,107130,3.9,6.2,108611,"2019"
"698","PJM",2019-01-30,5,2019-01-30 05:00:00,2019-01-30 10:00:00,112651,108611,110713,4099,-7528,108611,110713,5.3,6.7,113427,"2019"
"699","PJM",2019-01-30,6,2019-01-30 06:00:00,2019-01-30 11:00:00,122069,113427,117258,3658,-6092,113427,117258,4.7,8.1,120790,"2019"
"700","PJM",2019-01-30,7,2019-01-30 07:00:00,2019-01-30 12:00:00,127528,120790,121654,3142,-7298,120790,121654,4.2,6,125570,"2019"
"701","PJM",2019-01-30,8,2019-01-30 08:00:00,2019-01-30 13:00:00,126873,125570,122943,2328,-6755,125570,122943,4.2,5,125134,"2019"
"702","PJM",2019-01-30,9,2019-01-30 09:00:00,2019-01-30 14:00:00,124570,125134,121132,3334,-6435,125134,121132,4,3.7,122724,"2019"
"703","PJM",2019-01-30,10,2019-01-30 10:00:00,2019-01-30 15:00:00,123147,122724,122007,4908,-5449,122724,122007,3.9,3.6,121268,"2019"
"704","PJM",2019-01-30,11,2019-01-30 11:00:00,2019-01-30 16:00:00,121974,121268,121205,6347,-4780,121268,121205,4.8,4.7,119747,"2019"
"705","PJM",2019-01-30,12,2019-01-30 12:00:00,2019-01-30 17:00:00,121226,119747,120611,7512,-3671,119747,120611,6.7,9.6,119122,"2019"
"706","PJM",2019-01-30,13,2019-01-30 13:00:00,2019-01-30 18:00:00,121042,119122,119681,7472,-4918,119122,119681,7.8,16.5,119316,"2019"
"707","PJM",2019-01-30,14,2019-01-30 14:00:00,2019-01-30 19:00:00,120773,119316,118878,6060,-7633,119316,118878,8,11.4,120069,"2019"
"708","PJM",2019-01-30,15,2019-01-30 15:00:00,2019-01-30 20:00:00,121630,120069,119031,4477,-11007,120069,119031,8.1,8.3,120932,"2019"
"709","PJM",2019-01-30,16,2019-01-30 16:00:00,2019-01-30 21:00:00,124918,120932,120985,3787,-12835,120932,120985,7.3,6.4,123209,"2019"
"710","PJM",2019-01-30,17,2019-01-30 17:00:00,2019-01-30 22:00:00,132321,123209,127721,4443,-12322,123209,127721,6.3,4.8,129978,"2019"
"711","PJM",2019-01-30,18,2019-01-30 18:00:00,2019-01-30 23:00:00,137208,129978,134479,4184,-9562,129978,134479,4.8,4.1,135954,"2019"
"712","PJM",2019-01-30,19,2019-01-30 19:00:00,2019-01-31 00:00:00,137972,135954,134213,3604,-6166,135954,134213,5.5,4.6,136643,"2019"
"713","PJM",2019-01-30,20,2019-01-30 20:00:00,2019-01-31 01:00:00,136685,136643,132747,3088,-5883,136643,132747,5.1,13.6,135782,"2019"
"714","PJM",2019-01-30,21,2019-01-30 21:00:00,2019-01-31 02:00:00,133432,135782,128329,2070,-6851,135782,128329,5.3,3.4,133264,"2019"
"715","PJM",2019-01-30,22,2019-01-30 22:00:00,2019-01-31 03:00:00,128609,133264,124254,496,-6461,133264,124254,5.1,3,129520,"2019"
"716","PJM",2019-01-30,23,2019-01-30 23:00:00,2019-01-31 04:00:00,124867,129520,121588,-2,-4748,129520,121588,6.4,3.1,126451,"2019"
"717","PJM",2019-01-30,24,2019-01-31 00:00:00,2019-01-31 05:00:00,122645,126451,105479,-112,-4429,126451,105479,7,3.5,124718,"2019"
"718","PJM",2019-01-31,1,2019-01-31 01:00:00,2019-01-31 06:00:00,124560,124718,118444,402,-2490,124718,118444,10.1,5.4,123898,"2019"
"719","PJM",2019-01-31,2,2019-01-31 02:00:00,2019-01-31 07:00:00,125207,123898,118387,1032,466,123898,118387,14.8,6.6,123479,"2019"
"720","PJM",2019-01-31,3,2019-01-31 03:00:00,2019-01-31 08:00:00,126325,123479,117610,668,1602,123479,117610,12.9,4.8,123247,"2019"
"721","PJM",2019-01-31,4,2019-01-31 04:00:00,2019-01-31 09:00:00,128637,123247,118744,-80,1630,123247,118744,10.7,7.3,124767,"2019"
"722","PJM",2019-01-31,5,2019-01-31 05:00:00,2019-01-31 10:00:00,134213,124767,123164,125,405,124767,123164,10.5,8.1,128697,"2019"
"723","PJM",2019-01-31,6,2019-01-31 06:00:00,2019-01-31 11:00:00,142738,128697,129354,298,-1000,128697,129354,9.1,5.8,134966,"2019"
"724","PJM",2019-01-31,7,2019-01-31 07:00:00,2019-01-31 12:00:00,147185,134966,133196,1161,-113,134966,133196,7.7,5.1,138963,"2019"
"725","PJM",2019-01-31,8,2019-01-31 08:00:00,2019-01-31 13:00:00,144602,138963,134410,645,1215,138963,134410,7,3.3,137509,"2019"
"726","PJM",2019-01-31,9,2019-01-31 09:00:00,2019-01-31 14:00:00,139788,137509,130687,2361,793,137509,130687,5.6,3.5,134009,"2019"
"727","PJM",2019-01-31,10,2019-01-31 10:00:00,2019-01-31 15:00:00,135630,134009,127307,1867,799,134009,127307,5.4,4.1,130407,"2019"
"728","PJM",2019-01-31,11,2019-01-31 11:00:00,2019-01-31 16:00:00,132096,130407,123507,2146,-1201,130407,123507,5.8,3.2,127205,"2019"
"729","PJM",2019-01-31,12,2019-01-31 12:00:00,2019-01-31 17:00:00,129330,127205,120869,1742,129,127205,120869,6.8,5.7,124812,"2019"
"730","PJM",2019-01-31,13,2019-01-31 13:00:00,2019-01-31 18:00:00,127343,124812,118763,1646,-2573,124812,118763,9.1,5.3,122656,"2019"
"731","PJM",2019-01-31,14,2019-01-31 14:00:00,2019-01-31 19:00:00,126289,122656,116440,1474,-2243,122656,116440,9,4.7,121426,"2019"
"732","PJM",2019-01-31,15,2019-01-31 15:00:00,2019-01-31 20:00:00,126298,121426,116547,1054,-3079,121426,116547,7.4,5.4,121130,"2019"
"733","PJM",2019-01-31,16,2019-01-31 16:00:00,2019-01-31 21:00:00,128803,121130,118113,1199,-2258,121130,118113,6.1,7.1,122810,"2019"
"734","PJM",2019-01-31,17,2019-01-31 17:00:00,2019-01-31 22:00:00,133659,122810,122261,1205,-1742,122810,122261,5,3.4,127895,"2019"
"735","PJM",2019-01-31,18,2019-01-31 18:00:00,2019-01-31 23:00:00,137423,127895,128325,1371,-1394,127895,128325,4.1,3.8,132304,"2019"
"736","PJM",2019-01-31,19,2019-01-31 19:00:00,2019-02-01 00:00:00,137724,132304,128449,1821,-1029,132304,128449,3.1,4.6,132396,"2019"
"737","PJM",2019-01-31,20,2019-01-31 20:00:00,2019-02-01 01:00:00,135421,132396,126818,1524,-1407,132396,126818,3,4.1,131131,"2019"
"738","PJM",2019-01-31,21,2019-01-31 21:00:00,2019-02-01 02:00:00,131037,131131,123838,1210,-1349,131131,123838,2.9,3.8,127865,"2019"
"739","PJM",2019-01-31,22,2019-01-31 22:00:00,2019-02-01 03:00:00,125090,127865,119560,1048,-1023,127865,119560,3,3.8,122853,"2019"
"740","PJM",2019-01-31,23,2019-01-31 23:00:00,2019-02-01 04:00:00,119478,122853,114693,1030,-2163,122853,114693,3,3.8,118763,"2019"
"741","PJM",2019-01-31,24,2019-02-01 00:00:00,2019-02-01 05:00:00,116494,118763,119593,1031,-1559,118763,119593,3.4,4,116224,"2019"
"742","PJM",2019-02-01,1,2019-02-01 01:00:00,2019-02-01 06:00:00,115754,116224,110277,1821,-1358,116224,110277,5.2,4.3,115028,"2019"
"743","PJM",2019-02-01,2,2019-02-01 02:00:00,2019-02-01 07:00:00,115191,115028,109429,1241,-769,115028,109429,7.1,5.3,114033,"2019"
"744","PJM",2019-02-01,3,2019-02-01 03:00:00,2019-02-01 08:00:00,115470,114033,108760,1083,-596,114033,108760,6.1,4.9,113173,"2019"
"745","PJM",2019-02-01,4,2019-02-01 04:00:00,2019-02-01 09:00:00,117155,113173,109450,1430,-654,113173,109450,5.5,5.5,113810,"2019"
"746","PJM",2019-02-01,5,2019-02-01 05:00:00,2019-02-01 10:00:00,121079,113810,112840,1604,-3216,113810,112840,4.7,3.2,117674,"2019"
"747","PJM",2019-02-01,6,2019-02-01 06:00:00,2019-02-01 11:00:00,128597,117674,119382,1097,-1983,117674,119382,3.9,5.5,123961,"2019"
"748","PJM",2019-02-01,7,2019-02-01 07:00:00,2019-02-01 12:00:00,132555,123961,124076,1285,-1692,123961,124076,3.7,3.5,127617,"2019"
"749","PJM",2019-02-01,8,2019-02-01 08:00:00,2019-02-01 13:00:00,130789,127617,123717,1629,-2308,127617,123717,3.6,3.2,127406,"2019"
"750","PJM",2019-02-01,9,2019-02-01 09:00:00,2019-02-01 14:00:00,126931,127406,122902,1337,-2646,127406,122902,3.1,2.9,126860,"2019"
"751","PJM",2019-02-01,10,2019-02-01 10:00:00,2019-02-01 15:00:00,123641,126860,120489,1207,-1551,126860,120489,3.2,2.2,125533,"2019"
"752","PJM",2019-02-01,11,2019-02-01 11:00:00,2019-02-01 16:00:00,120003,125533,120213,636,-2008,125533,120213,3,2.4,123204,"2019"
"753","PJM",2019-02-01,12,2019-02-01 12:00:00,2019-02-01 17:00:00,117265,123204,118049,2248,-3103,123204,118049,3.9,3.1,121231,"2019"
"754","PJM",2019-02-01,13,2019-02-01 13:00:00,2019-02-01 18:00:00,114854,121231,115653,2306,-2257,121231,115653,4.7,3.5,119357,"2019"
"755","PJM",2019-02-01,14,2019-02-01 14:00:00,2019-02-01 19:00:00,113126,119357,114773,1925,-1236,119357,114773,4,2.3,118258,"2019"
"756","PJM",2019-02-01,15,2019-02-01 15:00:00,2019-02-01 20:00:00,112503,118258,112913,1864,446,118258,112913,3.8,3,117242,"2019"
"757","PJM",2019-02-01,16,2019-02-01 16:00:00,2019-02-01 21:00:00,113432,117242,113672,1584,-3022,117242,113672,3.2,2.4,116912,"2019"
"758","PJM",2019-02-01,17,2019-02-01 17:00:00,2019-02-01 22:00:00,117191,116912,115777,1931,-3231,116912,115777,3,2,119894,"2019"
"759","PJM",2019-02-01,18,2019-02-01 18:00:00,2019-02-01 23:00:00,120460,119894,119352,1892,-2365,119894,119352,2.6,2.2,122158,"2019"
"760","PJM",2019-02-01,19,2019-02-01 19:00:00,2019-02-02 00:00:00,120600,122158,118119,2526,-2239,122158,118119,2.8,1.6,121394,"2019"
"761","PJM",2019-02-01,20,2019-02-01 20:00:00,2019-02-02 01:00:00,118924,121394,116899,2220,-1703,121394,116899,2.6,1.1,119673,"2019"
"762","PJM",2019-02-01,21,2019-02-01 21:00:00,2019-02-02 02:00:00,115293,119673,114718,2394,-2037,119673,114718,2.4,1.4,117276,"2019"
"763","PJM",2019-02-01,22,2019-02-01 22:00:00,2019-02-02 03:00:00,110641,117276,111884,2619,-2038,117276,111884,2.4,0.4,113864,"2019"
"764","PJM",2019-02-01,23,2019-02-01 23:00:00,2019-02-02 04:00:00,106477,113864,108434,2389,-3665,113864,108434,2.4,1.6,110561,"2019"
"765","PJM",2019-02-01,24,2019-02-02 00:00:00,2019-02-02 05:00:00,102852,110561,112754,1907,-2990,110561,112754,2.2,1.6,108082,"2019"
"766","PJM",2019-02-02,1,2019-02-02 01:00:00,2019-02-02 06:00:00,102863,108082,104662,2152,-3369,108082,104662,2.4,2,106564,"2019"
"767","PJM",2019-02-02,2,2019-02-02 02:00:00,2019-02-02 07:00:00,101691,106564,102710,2598,-3681,106564,102710,2.6,3.3,105827,"2019"
"768","PJM",2019-02-02,3,2019-02-02 03:00:00,2019-02-02 08:00:00,101374,105827,101997,1598,-3292,105827,101997,2.8,3.4,105763,"2019"
"769","PJM",2019-02-02,4,2019-02-02 04:00:00,2019-02-02 09:00:00,101771,105763,101945,728,-2353,105763,101945,2.9,4.1,106431,"2019"
"770","PJM",2019-02-02,5,2019-02-02 05:00:00,2019-02-02 10:00:00,103207,106431,103437,150,-2778,106431,103437,2.6,2.6,108518,"2019"
"771","PJM",2019-02-02,6,2019-02-02 06:00:00,2019-02-02 11:00:00,106155,108518,106306,-383,-3433,108518,106306,2.4,2.3,111902,"2019"
"772","PJM",2019-02-02,7,2019-02-02 07:00:00,2019-02-02 12:00:00,108828,111902,110331,-786,-1939,111902,110331,2.4,2.2,115098,"2019"
"773","PJM",2019-02-02,8,2019-02-02 08:00:00,2019-02-02 13:00:00,109442,115098,111706,15,-161,115098,111706,2.2,2.2,115778,"2019"
"774","PJM",2019-02-02,9,2019-02-02 09:00:00,2019-02-02 14:00:00,108213,115778,110242,297,762,115778,110242,2.2,2.2,113663,"2019"
"775","PJM",2019-02-02,10,2019-02-02 10:00:00,2019-02-02 15:00:00,105633,113663,105933,1087,1594,113663,105933,2.2,2.2,109584,"2019"
"776","PJM",2019-02-02,11,2019-02-02 11:00:00,2019-02-02 16:00:00,102376,109584,101920,444,2378,109584,101920,2.1,2.2,105392,"2019"
"777","PJM",2019-02-02,12,2019-02-02 12:00:00,2019-02-02 17:00:00,99062,105392,97431,666,589,105392,97431,2.4,3.3,101438,"2019"
"778","PJM",2019-02-02,13,2019-02-02 13:00:00,2019-02-02 18:00:00,95844,101438,94949,634,484,101438,94949,2.8,4.4,98220,"2019"
"779","PJM",2019-02-02,14,2019-02-02 14:00:00,2019-02-02 19:00:00,93701,98220,93936,1117,-635,98220,93936,2.5,2.7,96304,"2019"
"780","PJM",2019-02-02,15,2019-02-02 15:00:00,2019-02-02 20:00:00,93008,96304,92900,1495,429,96304,92900,2.4,2.5,95592,"2019"
"781","PJM",2019-02-02,16,2019-02-02 16:00:00,2019-02-02 21:00:00,94520,95592,93048,1620,348,95592,93048,2.3,2.3,96360,"2019"
"782","PJM",2019-02-02,17,2019-02-02 17:00:00,2019-02-02 22:00:00,98887,96360,96248,1542,516,96360,96248,2.2,2.7,99245,"2019"
"783","PJM",2019-02-02,18,2019-02-02 18:00:00,2019-02-02 23:00:00,102597,99245,100676,1633,-497,99245,100676,2.1,2,102819,"2019"
"784","PJM",2019-02-02,19,2019-02-02 19:00:00,2019-02-03 00:00:00,102182,102819,99594,1911,-1235,102819,99594,0.9,2.1,102930,"2019"
"785","PJM",2019-02-02,20,2019-02-02 20:00:00,2019-02-03 01:00:00,100586,102930,99586,1036,-1385,102930,99586,0.9,1.8,102152,"2019"
"786","PJM",2019-02-02,21,2019-02-02 21:00:00,2019-02-03 02:00:00,97969,102152,97087,1317,-1308,102152,97087,0.8,1.5,100299,"2019"
"787","PJM",2019-02-02,22,2019-02-02 22:00:00,2019-02-03 03:00:00,94695,100299,96075,1223,-1456,100299,96075,0.8,1.4,97864,"2019"
"788","PJM",2019-02-02,23,2019-02-02 23:00:00,2019-02-03 04:00:00,91130,97864,92322,1777,-2160,97864,92322,0.7,1.5,94481,"2019"
"789","PJM",2019-02-02,24,2019-02-03 00:00:00,2019-02-03 05:00:00,88517,94481,106254,1396,-453,94481,106254,0.8,2,91749,"2019"
"790","PJM",2019-02-03,1,2019-02-03 01:00:00,2019-02-03 06:00:00,87606,91749,88149,1195,-993,91749,88149,0.8,2.1,90312,"2019"
"791","PJM",2019-02-03,2,2019-02-03 02:00:00,2019-02-03 07:00:00,86489,90312,88135,1174,-695,90312,88135,0.9,2.2,89908,"2019"
"792","PJM",2019-02-03,3,2019-02-03 03:00:00,2019-02-03 08:00:00,86175,89908,87415,1390,-1982,89908,87415,1.4,2.2,89731,"2019"
"793","PJM",2019-02-03,4,2019-02-03 04:00:00,2019-02-03 09:00:00,86590,89731,88140,1215,-1229,89731,88140,1.6,2.1,90123,"2019"
"794","PJM",2019-02-03,5,2019-02-03 05:00:00,2019-02-03 10:00:00,87654,90123,88965,1381,-235,90123,88965,1.8,2,90975,"2019"
"795","PJM",2019-02-03,6,2019-02-03 06:00:00,2019-02-03 11:00:00,89774,90975,90362,1453,-353,90975,90362,1.7,2,92688,"2019"
"796","PJM",2019-02-03,7,2019-02-03 07:00:00,2019-02-03 12:00:00,92134,92688,91946,1117,-743,92688,91946,1.6,2,94571,"2019"
"797","PJM",2019-02-03,8,2019-02-03 08:00:00,2019-02-03 13:00:00,93341,94571,93374,1183,-455,94571,93374,1.6,1.9,95516,"2019"
"798","PJM",2019-02-03,9,2019-02-03 09:00:00,2019-02-03 14:00:00,92702,95516,92482,1096,-971,95516,92482,1.5,1.9,94004,"2019"
"799","PJM",2019-02-03,10,2019-02-03 10:00:00,2019-02-03 15:00:00,90899,94004,90848,1631,-999,94004,90848,1.5,2,91327,"2019"
"800","PJM",2019-02-03,11,2019-02-03 11:00:00,2019-02-03 16:00:00,88895,91327,88130,2075,-194,91327,88130,1.6,1.9,88866,"2019"
"801","PJM",2019-02-03,12,2019-02-03 12:00:00,2019-02-03 17:00:00,87226,88866,85940,2115,-339,88866,85940,1.9,2.3,86782,"2019"
"802","PJM",2019-02-03,13,2019-02-03 13:00:00,2019-02-03 18:00:00,85496,86782,84863,2457,-272,86782,84863,2.1,2.4,85715,"2019"
"803","PJM",2019-02-03,14,2019-02-03 14:00:00,2019-02-03 19:00:00,84427,85715,84109,2227,-1210,85715,84109,2,2,84777,"2019"
"804","PJM",2019-02-03,15,2019-02-03 15:00:00,2019-02-03 20:00:00,84422,84777,83345,2081,-2017,84777,83345,1.8,2.1,84575,"2019"
"805","PJM",2019-02-03,16,2019-02-03 16:00:00,2019-02-03 21:00:00,86281,84575,84076,2117,-1970,84575,84076,1.7,2,85743,"2019"
"806","PJM",2019-02-03,17,2019-02-03 17:00:00,2019-02-03 22:00:00,90583,85743,87727,1782,-2540,85743,87727,1.6,1.9,89281,"2019"
"807","PJM",2019-02-03,18,2019-02-03 18:00:00,2019-02-03 23:00:00,93514,89281,91808,1855,-2077,89281,91808,1.3,1.8,92511,"2019"
"808","PJM",2019-02-03,19,2019-02-03 19:00:00,2019-02-04 00:00:00,93894,92511,89877,2149,-2040,92511,89877,1.6,1.9,91377,"2019"
"809","PJM",2019-02-03,20,2019-02-03 20:00:00,2019-02-04 01:00:00,93990,91377,89741,1785,-2080,91377,89741,1.6,1.9,90660,"2019"
"810","PJM",2019-02-03,21,2019-02-03 21:00:00,2019-02-04 02:00:00,91692,90660,88837,2494,-1489,90660,88837,1.5,1.9,89007,"2019"
"811","PJM",2019-02-03,22,2019-02-03 22:00:00,2019-02-04 03:00:00,88230,89007,87085,2486,-1383,89007,87085,1.4,1.9,86929,"2019"
"812","PJM",2019-02-03,23,2019-02-03 23:00:00,2019-02-04 04:00:00,84557,86929,84157,2392,-2113,86929,84157,1.3,2,84328,"2019"
"813","PJM",2019-02-03,24,2019-02-04 00:00:00,2019-02-04 05:00:00,81786,84328,89425,2268,-1693,84328,89425,1.6,2.1,82415,"2019"
"814","PJM",2019-02-04,1,2019-02-04 01:00:00,2019-02-04 06:00:00,79663,82415,83357,3079,-3123,82415,83357,2.2,3.4,82272,"2019"
"815","PJM",2019-02-04,2,2019-02-04 02:00:00,2019-02-04 07:00:00,79265,82272,83137,3602,-3070,82272,83137,2.5,2.9,82465,"2019"
"816","PJM",2019-02-04,3,2019-02-04 03:00:00,2019-02-04 08:00:00,79935,82465,83945,3314,-2472,82465,83945,2.5,2.3,83468,"2019"
"817","PJM",2019-02-04,4,2019-02-04 04:00:00,2019-02-04 09:00:00,82233,83468,85637,3433,-2189,83468,85637,2.4,2.2,85660,"2019"
"818","PJM",2019-02-04,5,2019-02-04 05:00:00,2019-02-04 10:00:00,87347,85660,89555,3561,-4001,85660,89555,2.3,1.9,89712,"2019"
"819","PJM",2019-02-04,6,2019-02-04 06:00:00,2019-02-04 11:00:00,95218,89712,97959,3725,-4944,89712,97959,2.2,2,98398,"2019"
"820","PJM",2019-02-04,7,2019-02-04 07:00:00,2019-02-04 12:00:00,99839,98398,104167,3267,-4539,98398,104167,2.1,2,103510,"2019"
"821","PJM",2019-02-04,8,2019-02-04 08:00:00,2019-02-04 13:00:00,99515,103510,102413,3792,-4748,103510,102413,2.1,2,102023,"2019"
"822","PJM",2019-02-04,9,2019-02-04 09:00:00,2019-02-04 14:00:00,97425,102023,97884,3381,-4994,102023,97884,2.1,2,98017,"2019"
"823","PJM",2019-02-04,10,2019-02-04 10:00:00,2019-02-04 15:00:00,95482,98017,95200,3285,-5465,98017,95200,2,2,94502,"2019"
"824","PJM",2019-02-04,11,2019-02-04 11:00:00,2019-02-04 16:00:00,93621,94502,92270,3274,-4641,94502,92270,2,2,91637,"2019"
"825","PJM",2019-02-04,12,2019-02-04 12:00:00,2019-02-04 17:00:00,92037,91637,91031,3664,-5759,91637,91031,2.4,2.2,89913,"2019"
"826","PJM",2019-02-04,13,2019-02-04 13:00:00,2019-02-04 18:00:00,90870,89913,90769,4204,-4911,89913,90769,2.5,2.4,88767,"2019"
"827","PJM",2019-02-04,14,2019-02-04 14:00:00,2019-02-04 19:00:00,89847,88767,90215,4856,-4874,88767,90215,2.4,2.3,88155,"2019"
"828","PJM",2019-02-04,15,2019-02-04 15:00:00,2019-02-04 20:00:00,89568,88155,89618,4733,-4579,88155,89618,2.4,2.2,87698,"2019"
"829","PJM",2019-02-04,16,2019-02-04 16:00:00,2019-02-04 21:00:00,91396,87698,89763,4788,-5280,87698,89763,2.3,2,88603,"2019"
"830","PJM",2019-02-04,17,2019-02-04 17:00:00,2019-02-04 22:00:00,96098,88603,92596,4359,-6348,88603,92596,2.1,2,92299,"2019"
"831","PJM",2019-02-04,18,2019-02-04 18:00:00,2019-02-04 23:00:00,97870,92299,96806,3778,-7712,92299,96806,2,2,96170,"2019"
"832","PJM",2019-02-04,19,2019-02-04 19:00:00,2019-02-05 00:00:00,97297,96170,96837,4045,-7671,96170,96837,2,2,96058,"2019"
"833","PJM",2019-02-04,20,2019-02-04 20:00:00,2019-02-05 01:00:00,96298,96058,95407,4086,-7738,96058,95407,2,2,94714,"2019"
"834","PJM",2019-02-04,21,2019-02-04 21:00:00,2019-02-05 02:00:00,93392,94714,92066,4091,-6775,94714,92066,2,2,91354,"2019"
"835","PJM",2019-02-04,22,2019-02-04 22:00:00,2019-02-05 03:00:00,88634,91354,88385,3724,-5703,91354,88385,2,2.1,86674,"2019"
"836","PJM",2019-02-04,23,2019-02-04 23:00:00,2019-02-05 04:00:00,83813,86674,84552,3706,-6215,86674,84552,2.1,2.1,82937,"2019"
"837","PJM",2019-02-04,24,2019-02-05 00:00:00,2019-02-05 05:00:00,80256,82937,83166,3710,-6376,82937,83166,2.3,2.5,80143,"2019"
